business_id,labels,label
9820o,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9828r,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
982v3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
986uq,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
98a5j,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
98b00,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
98fp6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
98ftq,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
98pl8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
98q6v,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
998wf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
99ish,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
99pr6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
99w47,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
99xak,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9a1ep,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9a4um,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9afo2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ag1m,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9akje,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9alsk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ao0m,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9aoul,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9apiv,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9awrm,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ayr8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9b47v,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9bfqp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9bl0y,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9bm9a,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9brl4,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9bznm,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9c5e5,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ck61,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9cnyk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9cw32,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9d1qv,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9d4nc,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9d68v,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9d69w,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9d8jy,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9dd0v,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ddif,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9djsk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9dmc4,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9dtpk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9dut8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9dv6h,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9dyd1,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9e6p9,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9e7jl,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ehqv,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ei2s,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9eie2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9epip,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9eq32,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9er4l,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9etiu,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9eueq,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9exi2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ezd9,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9f12y,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9f9c3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9f9vw,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9fbcp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9fdui,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ffyk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9fgb1,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9fkv6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ftbc,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9fu4j,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9g2ex,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9g35p,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9g7fe,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9gfjv,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9girz,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9gj0g,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9gjib,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9go5o,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9gpjb,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9gqqi,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9gspk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9gy9k,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9h20k,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9h3pj,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9h9s9,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9hc9i,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9hgzm,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9hmfl,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9hpyv,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9hu0n,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9hx7t,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9hz13,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9i3gs,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9i5mw,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9id0b,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9iems,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9im2h,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ixod,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9j1y3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9j2ym,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9j75v,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9jg93,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9jm8h,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9jr6m,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9jxod,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9jzem,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9k24m,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9k7kn,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9kafd,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9kb3b,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9kd5z,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9kdwp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9kj6g,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9kmhq,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9knn7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ku2n,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9l9tx,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9lju1,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9lkqx,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9lqaj,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ltll,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9lydb,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9m2dq,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9m2kh,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9m65c,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9m83t,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9m8o9,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9m9jq,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9mant,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9mb90,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9mdow,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9mfry,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9mgz7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9mhrp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9mi03,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9mn59,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9mo3d,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9msmu,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9mu01,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9mzt0,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9n127,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9n1cb,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9n53g,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9n55a,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9norj,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9novp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9nvye,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9nxhx,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9o2np,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9o6es,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9o6qt,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9objq,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9oe0c,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9oj9j,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9onuj,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9p1f4,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9p1oc,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9p298,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ph5y,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9pigl,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9pld3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ppav,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9puny,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9pv1g,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9q055,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9q724,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9qdi8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9qdsb,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9qf68,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9qh19,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9qiuf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9qoa9,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9r14z,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9r67s,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9rbl7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9rbvr,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ri03,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9rln4,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ro98,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9rtp8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ruxa,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9s1ax,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9s8uo,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9samo,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9se60,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9sg3j,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9soxw,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9sq83,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9svr8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9t10u,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9t2uw,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9tb9b,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9tji4,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9tjrw,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9tl60,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9tsmn,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9uavf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ue7h,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ufbs,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ujdn,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9unll,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9uyzb,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9v8xm,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9vcrx,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9vdsc,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9vqkt,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9vue5,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9w11r,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9w2ak,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9w2ne,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9w5tl,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9wd6m,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9wo0w,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9wxhe,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9x4v6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9x5gw,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9xgq0,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9xhs9,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9xizn,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9xo1p,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9xoe3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9xotj,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9xror,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9xu65,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9y141,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9y9nn,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ykty,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ym2z,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9yoe7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9yp77,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9yqa2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9yqil,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9yqnk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9yv1n,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9z0c7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9z3ln,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9z4n1,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9z8yz,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9zdj7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9zne4,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9ztzd,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
9zzgw,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a0015,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a00aq,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a00e8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a010d,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a0178,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a0bfs,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a0d3v,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a0e7j,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a0h67,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a0llc,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a0lve,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a0nqx,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a0p49,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a0wtn,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a19he,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a1c4u,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a1d5w,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a1fb1,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a1k6w,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a1p0m,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a1pk8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a2663,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a2ac7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a2bgo,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a2cl0,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a2i78,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a2kry,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a2s7m,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a2tyo,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a32py,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a33bf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a35j5,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a3av8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a3nqc,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a3ret,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a3sp8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a3suc,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a3wjj,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a43db,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a4feo,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a4ghc,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a4l8i,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a53t5,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a56u3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a58kk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
a5ass,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
