img,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
img_88354.jpg,0.044,0.124,0.170,0.024,0.038,0.044,0.136,0.202,0.164,0.054
img_63151.jpg,0.064,0.112,0.258,0.024,0.034,0.058,0.096,0.156,0.142,0.056
img_4221.jpg,0.086,0.146,0.188,0.038,0.034,0.052,0.116,0.148,0.130,0.062
img_71349.jpg,0.080,0.116,0.168,0.028,0.050,0.068,0.126,0.144,0.142,0.078
img_6296.jpg,0.082,0.104,0.180,0.036,0.046,0.040,0.104,0.192,0.148,0.068
img_61397.jpg,0.078,0.136,0.196,0.036,0.030,0.042,0.090,0.194,0.136,0.062
img_22056.jpg,0.098,0.132,0.164,0.040,0.044,0.058,0.102,0.158,0.112,0.092
img_88377.jpg,0.068,0.100,0.232,0.040,0.040,0.042,0.092,0.166,0.132,0.088
img_7649.jpg,0.068,0.108,0.254,0.022,0.032,0.038,0.088,0.186,0.142,0.062
img_4623.jpg,0.084,0.136,0.194,0.034,0.040,0.056,0.094,0.134,0.160,0.068
img_81235.jpg,0.092,0.078,0.194,0.044,0.046,0.066,0.090,0.176,0.136,0.078
img_71634.jpg,0.126,0.126,0.116,0.072,0.066,0.046,0.150,0.136,0.086,0.076
img_87501.jpg,0.070,0.112,0.254,0.048,0.040,0.040,0.122,0.090,0.156,0.068
img_80424.jpg,0.066,0.086,0.372,0.030,0.028,0.028,0.058,0.154,0.124,0.054
img_58701.jpg,0.086,0.126,0.208,0.050,0.032,0.040,0.118,0.140,0.110,0.090
img_791.jpg,0.072,0.122,0.314,0.022,0.032,0.038,0.082,0.166,0.122,0.030
img_86569.jpg,0.086,0.118,0.262,0.030,0.034,0.044,0.096,0.130,0.134,0.066
img_91184.jpg,0.062,0.092,0.294,0.050,0.040,0.032,0.092,0.144,0.138,0.056
img_69650.jpg,0.078,0.124,0.218,0.036,0.036,0.038,0.068,0.160,0.186,0.056
img_33242.jpg,0.074,0.144,0.232,0.036,0.022,0.044,0.068,0.140,0.190,0.050
img_61637.jpg,0.068,0.164,0.160,0.048,0.046,0.064,0.108,0.128,0.154,0.060
img_20430.jpg,0.100,0.176,0.122,0.062,0.062,0.058,0.094,0.114,0.132,0.080
img_49305.jpg,0.096,0.182,0.130,0.046,0.046,0.052,0.114,0.124,0.126,0.084
img_14881.jpg,0.094,0.216,0.148,0.040,0.042,0.064,0.054,0.126,0.150,0.066
img_53187.jpg,0.068,0.136,0.230,0.050,0.032,0.046,0.078,0.134,0.170,0.056
img_43024.jpg,0.066,0.176,0.150,0.040,0.032,0.048,0.094,0.154,0.150,0.090
img_70316.jpg,0.066,0.162,0.164,0.038,0.032,0.064,0.100,0.146,0.158,0.070
img_5956.jpg,0.054,0.120,0.102,0.028,0.030,0.038,0.124,0.262,0.124,0.118
img_67967.jpg,0.076,0.154,0.128,0.046,0.040,0.084,0.104,0.126,0.162,0.080
img_54870.jpg,0.100,0.210,0.084,0.068,0.040,0.052,0.116,0.114,0.162,0.054
img_5746.jpg,0.096,0.152,0.126,0.070,0.060,0.070,0.140,0.104,0.122,0.060
img_68179.jpg,0.056,0.124,0.118,0.056,0.072,0.066,0.226,0.126,0.106,0.050
img_80101.jpg,0.142,0.166,0.092,0.078,0.046,0.080,0.116,0.096,0.098,0.086
img_12643.jpg,0.118,0.112,0.184,0.036,0.054,0.058,0.112,0.114,0.160,0.052
img_54312.jpg,0.096,0.122,0.098,0.062,0.062,0.084,0.128,0.152,0.132,0.064
img_61403.jpg,0.078,0.134,0.104,0.050,0.050,0.086,0.134,0.146,0.146,0.072
img_77940.jpg,0.132,0.120,0.082,0.040,0.038,0.086,0.104,0.174,0.134,0.090
img_76662.jpg,0.076,0.128,0.086,0.078,0.048,0.096,0.142,0.122,0.152,0.072
img_65386.jpg,0.060,0.156,0.148,0.048,0.038,0.058,0.170,0.106,0.156,0.060
img_101587.jpg,0.040,0.194,0.158,0.038,0.026,0.048,0.148,0.114,0.170,0.064
img_99494.jpg,0.088,0.148,0.106,0.052,0.032,0.066,0.172,0.108,0.166,0.062
img_14969.jpg,0.072,0.134,0.196,0.050,0.030,0.064,0.118,0.098,0.182,0.056
img_70639.jpg,0.074,0.132,0.202,0.052,0.044,0.060,0.106,0.102,0.162,0.066
img_44748.jpg,0.088,0.180,0.124,0.078,0.044,0.086,0.122,0.082,0.152,0.044
img_74570.jpg,0.066,0.122,0.162,0.056,0.050,0.096,0.110,0.102,0.154,0.082
img_11735.jpg,0.090,0.164,0.148,0.060,0.032,0.070,0.112,0.106,0.164,0.054
img_12105.jpg,0.080,0.178,0.146,0.050,0.036,0.080,0.108,0.088,0.202,0.032
img_69181.jpg,0.080,0.116,0.178,0.048,0.036,0.082,0.126,0.092,0.182,0.060
img_60892.jpg,0.080,0.150,0.200,0.044,0.038,0.066,0.120,0.082,0.178,0.042
img_99236.jpg,0.088,0.130,0.170,0.056,0.030,0.078,0.108,0.100,0.176,0.064
img_78045.jpg,0.072,0.138,0.160,0.052,0.038,0.068,0.126,0.100,0.192,0.054
img_34191.jpg,0.074,0.170,0.162,0.050,0.030,0.070,0.114,0.088,0.196,0.046
img_85211.jpg,0.082,0.140,0.188,0.042,0.030,0.062,0.106,0.112,0.184,0.054
img_92991.jpg,0.090,0.124,0.180,0.030,0.032,0.090,0.130,0.090,0.170,0.064
img_50983.jpg,0.080,0.120,0.122,0.048,0.032,0.092,0.108,0.120,0.192,0.086
img_34682.jpg,0.098,0.082,0.216,0.042,0.030,0.076,0.114,0.086,0.186,0.070
img_35004.jpg,0.032,0.106,0.288,0.052,0.036,0.040,0.160,0.074,0.168,0.044
img_2782.jpg,0.052,0.096,0.334,0.030,0.016,0.048,0.128,0.064,0.200,0.032
img_15130.jpg,0.042,0.130,0.276,0.042,0.032,0.078,0.074,0.110,0.142,0.074
img_65723.jpg,0.040,0.120,0.336,0.056,0.038,0.046,0.098,0.064,0.160,0.042
img_49282.jpg,0.050,0.150,0.314,0.026,0.018,0.036,0.072,0.146,0.124,0.064
img_74241.jpg,0.044,0.132,0.336,0.022,0.016,0.046,0.054,0.158,0.128,0.064
img_23694.jpg,0.054,0.148,0.280,0.040,0.030,0.060,0.076,0.150,0.112,0.050
img_55731.jpg,0.060,0.218,0.224,0.040,0.014,0.054,0.098,0.118,0.118,0.056
img_47780.jpg,0.072,0.220,0.244,0.036,0.028,0.034,0.066,0.100,0.140,0.060
img_14632.jpg,0.094,0.204,0.208,0.022,0.028,0.036,0.066,0.122,0.138,0.082
img_84323.jpg,0.094,0.216,0.188,0.042,0.016,0.054,0.062,0.132,0.126,0.070
img_16693.jpg,0.044,0.156,0.312,0.042,0.026,0.030,0.070,0.104,0.162,0.054
img_9346.jpg,0.084,0.266,0.068,0.032,0.038,0.088,0.180,0.116,0.086,0.042
img_74616.jpg,0.060,0.288,0.064,0.040,0.052,0.044,0.182,0.100,0.126,0.044
img_81706.jpg,0.080,0.214,0.196,0.048,0.032,0.046,0.074,0.138,0.118,0.054
img_7006.jpg,0.076,0.216,0.226,0.042,0.042,0.046,0.070,0.106,0.130,0.046
img_39666.jpg,0.064,0.204,0.168,0.056,0.042,0.028,0.178,0.108,0.110,0.042
img_65657.jpg,0.056,0.116,0.138,0.052,0.056,0.070,0.202,0.138,0.116,0.056
img_32698.jpg,0.138,0.138,0.108,0.076,0.058,0.068,0.102,0.106,0.102,0.104
img_80781.jpg,0.080,0.196,0.184,0.032,0.010,0.048,0.124,0.132,0.144,0.050
img_42273.jpg,0.080,0.168,0.112,0.056,0.034,0.082,0.080,0.218,0.078,0.092
img_47311.jpg,0.082,0.152,0.128,0.078,0.032,0.080,0.120,0.120,0.140,0.068
img_76514.jpg,0.100,0.198,0.136,0.034,0.044,0.072,0.084,0.124,0.162,0.046
img_81284.jpg,0.080,0.170,0.188,0.044,0.022,0.052,0.120,0.082,0.196,0.046
img_13349.jpg,0.070,0.192,0.212,0.042,0.018,0.050,0.096,0.094,0.184,0.042
img_95662.jpg,0.064,0.206,0.186,0.032,0.024,0.062,0.118,0.092,0.178,0.038
img_82236.jpg,0.060,0.218,0.190,0.024,0.014,0.042,0.168,0.096,0.160,0.028
img_40118.jpg,0.080,0.284,0.216,0.020,0.022,0.026,0.098,0.088,0.124,0.042
img_10146.jpg,0.038,0.214,0.278,0.040,0.026,0.054,0.066,0.090,0.144,0.050
img_24193.jpg,0.070,0.150,0.160,0.044,0.020,0.056,0.066,0.182,0.182,0.070
img_99524.jpg,0.108,0.134,0.092,0.076,0.038,0.062,0.074,0.172,0.108,0.136
img_30625.jpg,0.058,0.150,0.158,0.070,0.030,0.060,0.078,0.142,0.184,0.070
img_51127.jpg,0.094,0.198,0.108,0.042,0.018,0.062,0.170,0.122,0.122,0.064
img_28194.jpg,0.060,0.184,0.138,0.066,0.048,0.078,0.150,0.090,0.128,0.058
img_54704.jpg,0.078,0.116,0.222,0.062,0.032,0.042,0.126,0.108,0.170,0.044
img_88192.jpg,0.080,0.136,0.156,0.090,0.068,0.044,0.132,0.104,0.116,0.074
img_67342.jpg,0.060,0.146,0.126,0.058,0.056,0.100,0.110,0.126,0.168,0.050
img_88285.jpg,0.074,0.146,0.108,0.056,0.048,0.090,0.136,0.136,0.150,0.056
img_48614.jpg,0.074,0.156,0.080,0.044,0.044,0.036,0.260,0.142,0.124,0.040
img_93411.jpg,0.044,0.126,0.242,0.036,0.044,0.066,0.092,0.128,0.142,0.080
img_35814.jpg,0.060,0.146,0.188,0.066,0.068,0.036,0.082,0.114,0.174,0.066
img_28156.jpg,0.064,0.162,0.122,0.032,0.044,0.064,0.154,0.140,0.160,0.058
img_9498.jpg,0.082,0.076,0.018,0.272,0.132,0.108,0.048,0.094,0.056,0.114
img_14283.jpg,0.082,0.148,0.018,0.228,0.086,0.094,0.116,0.060,0.084,0.084
img_26244.jpg,0.090,0.092,0.008,0.292,0.108,0.094,0.114,0.066,0.056,0.080
img_85671.jpg,0.074,0.138,0.030,0.226,0.098,0.086,0.120,0.082,0.058,0.088
img_83672.jpg,0.064,0.106,0.036,0.242,0.098,0.108,0.088,0.084,0.064,0.110
img_7552.jpg,0.106,0.068,0.012,0.242,0.144,0.078,0.100,0.090,0.046,0.114
img_1257.jpg,0.100,0.086,0.008,0.242,0.092,0.124,0.110,0.078,0.066,0.094
img_74329.jpg,0.140,0.088,0.016,0.268,0.120,0.072,0.066,0.050,0.090,0.090
img_82705.jpg,0.236,0.074,0.016,0.116,0.082,0.108,0.058,0.102,0.064,0.144
img_81115.jpg,0.192,0.066,0.022,0.148,0.098,0.116,0.062,0.090,0.060,0.146
img_77451.jpg,0.122,0.102,0.012,0.204,0.088,0.118,0.048,0.068,0.082,0.156
img_12070.jpg,0.160,0.064,0.018,0.156,0.082,0.110,0.072,0.104,0.086,0.148
img_27264.jpg,0.178,0.044,0.016,0.128,0.088,0.100,0.052,0.086,0.094,0.214
img_98126.jpg,0.172,0.060,0.024,0.212,0.124,0.094,0.064,0.054,0.076,0.120
img_3950.jpg,0.186,0.076,0.016,0.174,0.124,0.094,0.054,0.070,0.080,0.126
img_24487.jpg,0.138,0.080,0.020,0.262,0.124,0.064,0.070,0.050,0.064,0.128
img_23719.jpg,0.132,0.080,0.014,0.252,0.146,0.072,0.058,0.070,0.056,0.120
img_78082.jpg,0.064,0.126,0.026,0.254,0.134,0.082,0.098,0.068,0.080,0.068
img_80000.jpg,0.114,0.092,0.006,0.258,0.124,0.072,0.084,0.060,0.076,0.114
img_99080.jpg,0.086,0.086,0.020,0.296,0.108,0.060,0.088,0.074,0.094,0.088
img_75567.jpg,0.120,0.110,0.022,0.084,0.062,0.206,0.132,0.078,0.128,0.058
img_30170.jpg,0.078,0.178,0.040,0.096,0.066,0.064,0.190,0.108,0.138,0.042
img_13683.jpg,0.086,0.130,0.022,0.246,0.126,0.076,0.102,0.066,0.078,0.068
img_37584.jpg,0.080,0.154,0.048,0.116,0.100,0.096,0.176,0.082,0.102,0.046
img_89687.jpg,0.110,0.134,0.038,0.084,0.080,0.078,0.210,0.094,0.122,0.050
img_36009.jpg,0.138,0.164,0.024,0.084,0.068,0.074,0.176,0.092,0.144,0.036
img_38391.jpg,0.152,0.142,0.024,0.106,0.072,0.072,0.120,0.142,0.080,0.090
img_45912.jpg,0.134,0.126,0.016,0.112,0.060,0.106,0.154,0.122,0.110,0.060
img_32567.jpg,0.134,0.154,0.032,0.130,0.066,0.106,0.116,0.102,0.098,0.062
img_25445.jpg,0.176,0.152,0.040,0.074,0.052,0.076,0.130,0.090,0.150,0.060
img_17310.jpg,0.216,0.162,0.024,0.056,0.074,0.094,0.136,0.084,0.106,0.048
img_87934.jpg,0.124,0.120,0.036,0.100,0.048,0.148,0.136,0.112,0.106,0.070
img_24974.jpg,0.126,0.130,0.024,0.116,0.098,0.094,0.164,0.068,0.124,0.056
img_52195.jpg,0.098,0.146,0.026,0.128,0.088,0.104,0.188,0.084,0.102,0.036
img_16924.jpg,0.100,0.194,0.034,0.120,0.096,0.076,0.170,0.064,0.118,0.028
img_55298.jpg,0.106,0.150,0.044,0.142,0.080,0.082,0.146,0.084,0.122,0.044
img_100749.jpg,0.116,0.142,0.042,0.116,0.090,0.064,0.162,0.096,0.122,0.050
img_99813.jpg,0.120,0.152,0.036,0.098,0.072,0.086,0.132,0.118,0.122,0.064
img_35956.jpg,0.170,0.136,0.054,0.102,0.066,0.098,0.166,0.080,0.076,0.052
img_38819.jpg,0.078,0.172,0.038,0.220,0.110,0.050,0.098,0.058,0.110,0.066
img_42862.jpg,0.182,0.152,0.020,0.080,0.020,0.180,0.114,0.110,0.098,0.044
img_94726.jpg,0.090,0.162,0.034,0.212,0.076,0.116,0.096,0.058,0.086,0.070
img_4183.jpg,0.180,0.182,0.024,0.094,0.050,0.102,0.092,0.104,0.106,0.066
img_54846.jpg,0.168,0.218,0.030,0.088,0.046,0.094,0.116,0.076,0.104,0.060
img_2609.jpg,0.172,0.164,0.040,0.068,0.058,0.080,0.154,0.082,0.124,0.058
img_44010.jpg,0.130,0.192,0.034,0.084,0.060,0.084,0.148,0.100,0.118,0.050
img_78904.jpg,0.130,0.136,0.016,0.160,0.126,0.080,0.104,0.082,0.092,0.074
img_76564.jpg,0.252,0.126,0.022,0.076,0.036,0.138,0.092,0.096,0.100,0.062
img_48324.jpg,0.220,0.130,0.024,0.096,0.072,0.086,0.110,0.086,0.118,0.058
img_71513.jpg,0.174,0.144,0.036,0.128,0.072,0.108,0.094,0.102,0.090,0.052
img_92644.jpg,0.128,0.134,0.038,0.182,0.126,0.080,0.068,0.058,0.090,0.096
img_72027.jpg,0.112,0.108,0.026,0.200,0.128,0.106,0.052,0.072,0.062,0.134
img_37214.jpg,0.072,0.144,0.022,0.220,0.118,0.132,0.064,0.082,0.068,0.078
img_8235.jpg,0.082,0.144,0.030,0.178,0.076,0.146,0.068,0.108,0.076,0.092
img_42897.jpg,0.156,0.172,0.018,0.084,0.040,0.128,0.136,0.100,0.090,0.076
img_25210.jpg,0.180,0.130,0.022,0.092,0.042,0.152,0.082,0.134,0.078,0.088
img_43186.jpg,0.172,0.164,0.042,0.068,0.074,0.090,0.072,0.156,0.070,0.092
img_24663.jpg,0.100,0.166,0.094,0.074,0.076,0.084,0.106,0.094,0.112,0.094
img_72743.jpg,0.122,0.228,0.046,0.096,0.056,0.048,0.142,0.108,0.106,0.048
img_45874.jpg,0.088,0.146,0.034,0.062,0.056,0.196,0.114,0.150,0.082,0.072
img_62784.jpg,0.176,0.106,0.040,0.050,0.076,0.144,0.086,0.106,0.114,0.102
img_79964.jpg,0.108,0.112,0.018,0.214,0.094,0.106,0.086,0.100,0.080,0.082
img_66775.jpg,0.084,0.144,0.028,0.272,0.100,0.090,0.088,0.060,0.074,0.060
img_45687.jpg,0.094,0.180,0.020,0.156,0.084,0.122,0.096,0.076,0.102,0.070
img_35145.jpg,0.132,0.166,0.034,0.122,0.046,0.110,0.086,0.112,0.090,0.102
img_62463.jpg,0.122,0.170,0.022,0.180,0.074,0.084,0.092,0.084,0.098,0.074
img_56810.jpg,0.144,0.168,0.036,0.148,0.056,0.124,0.100,0.066,0.076,0.082
img_72138.jpg,0.138,0.148,0.028,0.190,0.118,0.074,0.092,0.044,0.094,0.074
img_94118.jpg,0.100,0.136,0.018,0.264,0.112,0.056,0.102,0.082,0.082,0.048
img_30062.jpg,0.208,0.070,0.034,0.184,0.094,0.090,0.074,0.060,0.060,0.126
img_616.jpg,0.162,0.070,0.036,0.192,0.106,0.094,0.078,0.082,0.070,0.110
img_92105.jpg,0.084,0.132,0.024,0.246,0.104,0.114,0.094,0.074,0.076,0.052
img_77917.jpg,0.076,0.132,0.016,0.178,0.146,0.092,0.120,0.064,0.098,0.078
img_45921.jpg,0.070,0.148,0.034,0.208,0.098,0.102,0.112,0.060,0.082,0.086
img_25400.jpg,0.124,0.122,0.028,0.222,0.100,0.098,0.098,0.052,0.072,0.084
img_101087.jpg,0.114,0.128,0.014,0.206,0.084,0.112,0.108,0.096,0.080,0.058
img_62732.jpg,0.128,0.146,0.026,0.188,0.084,0.074,0.136,0.088,0.068,0.062
img_18760.jpg,0.148,0.126,0.012,0.180,0.104,0.096,0.108,0.068,0.086,0.072
img_65021.jpg,0.082,0.134,0.022,0.190,0.098,0.104,0.108,0.082,0.102,0.078
img_32128.jpg,0.114,0.120,0.024,0.228,0.080,0.116,0.082,0.076,0.080,0.080
img_81291.jpg,0.046,0.166,0.054,0.096,0.056,0.092,0.158,0.128,0.136,0.068
img_65299.jpg,0.070,0.142,0.020,0.154,0.072,0.132,0.162,0.084,0.090,0.074
img_25231.jpg,0.118,0.118,0.028,0.182,0.110,0.102,0.094,0.098,0.076,0.074
img_43465.jpg,0.108,0.122,0.028,0.194,0.060,0.144,0.116,0.060,0.092,0.076
img_19894.jpg,0.132,0.112,0.044,0.164,0.046,0.138,0.092,0.062,0.106,0.104
img_40342.jpg,0.104,0.126,0.022,0.234,0.094,0.112,0.120,0.044,0.086,0.058
img_34546.jpg,0.092,0.102,0.032,0.264,0.088,0.098,0.092,0.068,0.086,0.078
img_12206.jpg,0.108,0.176,0.030,0.240,0.078,0.076,0.080,0.064,0.070,0.078
img_98752.jpg,0.104,0.124,0.024,0.216,0.092,0.096,0.128,0.068,0.084,0.064
img_95792.jpg,0.176,0.118,0.024,0.172,0.108,0.068,0.104,0.106,0.052,0.072
img_22554.jpg,0.142,0.140,0.032,0.108,0.102,0.076,0.160,0.084,0.100,0.056
img_39800.jpg,0.116,0.184,0.024,0.160,0.070,0.082,0.102,0.096,0.096,0.070
img_24008.jpg,0.128,0.164,0.020,0.162,0.076,0.102,0.084,0.086,0.084,0.094
img_47156.jpg,0.206,0.192,0.034,0.066,0.048,0.080,0.094,0.102,0.086,0.092
img_39992.jpg,0.208,0.194,0.026,0.120,0.078,0.058,0.072,0.078,0.074,0.092
img_63245.jpg,0.198,0.182,0.026,0.136,0.074,0.066,0.084,0.066,0.078,0.090
img_94691.jpg,0.148,0.146,0.030,0.158,0.096,0.110,0.102,0.072,0.070,0.068
img_35548.jpg,0.130,0.106,0.034,0.212,0.148,0.070,0.082,0.076,0.086,0.056
img_48101.jpg,0.126,0.130,0.014,0.266,0.108,0.078,0.088,0.056,0.056,0.078
img_40777.jpg,0.116,0.196,0.062,0.194,0.058,0.064,0.090,0.068,0.092,0.060
img_55862.jpg,0.114,0.210,0.044,0.186,0.078,0.072,0.100,0.062,0.096,0.038
img_43138.jpg,0.136,0.108,0.028,0.184,0.094,0.118,0.100,0.078,0.058,0.096
img_60897.jpg,0.106,0.172,0.042,0.084,0.086,0.076,0.152,0.120,0.106,0.056
img_67771.jpg,0.154,0.116,0.054,0.074,0.044,0.066,0.136,0.130,0.132,0.094
img_89087.jpg,0.152,0.112,0.022,0.200,0.090,0.098,0.064,0.092,0.070,0.100
img_76312.jpg,0.060,0.226,0.028,0.188,0.068,0.076,0.096,0.132,0.062,0.064
img_34896.jpg,0.084,0.182,0.036,0.230,0.090,0.060,0.070,0.086,0.074,0.088
img_33648.jpg,0.138,0.076,0.020,0.200,0.144,0.086,0.064,0.080,0.060,0.132
img_13327.jpg,0.150,0.168,0.050,0.088,0.044,0.080,0.154,0.102,0.106,0.058
img_75312.jpg,0.138,0.134,0.026,0.106,0.106,0.084,0.132,0.084,0.122,0.068
img_45054.jpg,0.090,0.122,0.052,0.160,0.188,0.088,0.064,0.074,0.070,0.092
img_99712.jpg,0.046,0.184,0.044,0.140,0.114,0.086,0.106,0.094,0.096,0.090
img_19992.jpg,0.062,0.094,0.026,0.312,0.144,0.060,0.060,0.090,0.062,0.090
img_43920.jpg,0.180,0.190,0.048,0.136,0.046,0.070,0.108,0.042,0.084,0.096
img_15858.jpg,0.174,0.106,0.020,0.184,0.084,0.138,0.060,0.062,0.058,0.114
img_60419.jpg,0.134,0.226,0.044,0.060,0.042,0.084,0.116,0.120,0.114,0.060
img_12825.jpg,0.196,0.170,0.036,0.096,0.052,0.066,0.136,0.074,0.116,0.058
img_101994.jpg,0.220,0.118,0.038,0.142,0.060,0.066,0.098,0.098,0.068,0.092
img_53310.jpg,0.214,0.086,0.016,0.150,0.070,0.094,0.066,0.076,0.066,0.162
img_60468.jpg,0.238,0.108,0.008,0.152,0.110,0.098,0.048,0.072,0.038,0.128
img_89345.jpg,0.112,0.120,0.014,0.246,0.130,0.090,0.064,0.060,0.052,0.112
img_44305.jpg,0.134,0.100,0.014,0.246,0.100,0.076,0.092,0.050,0.074,0.114
img_48758.jpg,0.138,0.134,0.018,0.212,0.114,0.094,0.072,0.062,0.074,0.082
img_16810.jpg,0.090,0.192,0.030,0.198,0.064,0.114,0.096,0.052,0.074,0.090
img_57086.jpg,0.064,0.202,0.032,0.214,0.064,0.052,0.128,0.068,0.090,0.086
img_49783.jpg,0.064,0.162,0.030,0.212,0.084,0.058,0.142,0.052,0.128,0.068
img_70360.jpg,0.112,0.186,0.034,0.166,0.078,0.096,0.092,0.052,0.098,0.086
img_57834.jpg,0.074,0.154,0.026,0.286,0.092,0.084,0.094,0.050,0.086,0.054
img_17005.jpg,0.068,0.154,0.050,0.186,0.084,0.096,0.132,0.062,0.124,0.044
img_87006.jpg,0.068,0.216,0.046,0.180,0.064,0.066,0.136,0.064,0.108,0.052
img_66557.jpg,0.086,0.208,0.066,0.150,0.084,0.064,0.150,0.040,0.118,0.034
img_91307.jpg,0.112,0.144,0.022,0.148,0.134,0.120,0.078,0.092,0.056,0.094
img_7652.jpg,0.116,0.128,0.030,0.164,0.100,0.122,0.108,0.100,0.064,0.068
img_30679.jpg,0.110,0.156,0.030,0.172,0.096,0.102,0.076,0.084,0.094,0.080
img_99370.jpg,0.096,0.198,0.028,0.174,0.074,0.084,0.072,0.110,0.076,0.088
img_54032.jpg,0.124,0.168,0.022,0.180,0.092,0.080,0.096,0.070,0.094,0.074
img_46388.jpg,0.092,0.170,0.018,0.076,0.096,0.096,0.110,0.166,0.104,0.072
img_50905.jpg,0.062,0.146,0.038,0.078,0.090,0.100,0.134,0.148,0.092,0.112
img_87072.jpg,0.060,0.180,0.038,0.066,0.054,0.098,0.146,0.150,0.150,0.058
img_58593.jpg,0.128,0.156,0.020,0.180,0.110,0.106,0.082,0.070,0.074,0.074
img_7727.jpg,0.088,0.118,0.032,0.180,0.090,0.118,0.092,0.114,0.070,0.098
img_101975.jpg,0.120,0.080,0.028,0.112,0.102,0.162,0.066,0.112,0.068,0.150
img_55249.jpg,0.094,0.082,0.046,0.184,0.066,0.136,0.052,0.082,0.116,0.142
img_95030.jpg,0.138,0.048,0.034,0.212,0.090,0.130,0.038,0.080,0.070,0.160
img_2479.jpg,0.114,0.086,0.032,0.184,0.110,0.100,0.036,0.094,0.082,0.162
img_14473.jpg,0.052,0.122,0.048,0.136,0.124,0.104,0.056,0.100,0.104,0.154
img_87011.jpg,0.090,0.072,0.024,0.180,0.114,0.102,0.044,0.122,0.080,0.172
img_64105.jpg,0.168,0.054,0.028,0.112,0.126,0.112,0.038,0.094,0.108,0.160
img_18713.jpg,0.072,0.080,0.038,0.124,0.104,0.102,0.056,0.144,0.086,0.194
img_83373.jpg,0.144,0.102,0.060,0.084,0.062,0.100,0.166,0.142,0.084,0.056
img_27644.jpg,0.088,0.106,0.042,0.156,0.142,0.088,0.038,0.114,0.082,0.144
img_27178.jpg,0.094,0.082,0.028,0.154,0.158,0.088,0.044,0.112,0.066,0.174
img_86096.jpg,0.130,0.062,0.036,0.116,0.112,0.080,0.060,0.138,0.080,0.186
img_51068.jpg,0.112,0.036,0.018,0.096,0.124,0.146,0.044,0.124,0.076,0.224
img_66620.jpg,0.086,0.082,0.038,0.060,0.082,0.078,0.042,0.180,0.116,0.236
img_33900.jpg,0.088,0.056,0.038,0.072,0.094,0.094,0.048,0.168,0.108,0.234
img_100529.jpg,0.072,0.086,0.016,0.086,0.128,0.096,0.048,0.158,0.058,0.252
img_26631.jpg,0.076,0.058,0.022,0.124,0.104,0.160,0.074,0.124,0.110,0.148
img_72576.jpg,0.092,0.064,0.020,0.122,0.098,0.158,0.060,0.122,0.064,0.200
img_33879.jpg,0.076,0.056,0.030,0.088,0.146,0.142,0.078,0.134,0.070,0.180
img_52380.jpg,0.070,0.054,0.028,0.078,0.082,0.178,0.038,0.174,0.080,0.218
img_78985.jpg,0.070,0.072,0.010,0.088,0.108,0.186,0.052,0.116,0.076,0.222
img_79859.jpg,0.056,0.082,0.024,0.096,0.076,0.188,0.060,0.128,0.110,0.180
img_63113.jpg,0.096,0.094,0.032,0.102,0.102,0.144,0.054,0.120,0.090,0.166
img_2447.jpg,0.160,0.058,0.028,0.066,0.106,0.138,0.036,0.108,0.102,0.198
img_10572.jpg,0.056,0.088,0.030,0.114,0.086,0.112,0.050,0.126,0.086,0.252
img_93018.jpg,0.128,0.066,0.020,0.104,0.138,0.122,0.046,0.112,0.068,0.196
img_90315.jpg,0.136,0.084,0.022,0.124,0.150,0.110,0.032,0.106,0.062,0.174
img_45662.jpg,0.090,0.060,0.018,0.102,0.154,0.126,0.068,0.102,0.074,0.206
img_40784.jpg,0.054,0.092,0.028,0.102,0.070,0.098,0.128,0.214,0.072,0.142
img_19318.jpg,0.088,0.094,0.040,0.066,0.088,0.106,0.144,0.126,0.106,0.142
img_75347.jpg,0.064,0.088,0.064,0.064,0.088,0.098,0.100,0.156,0.134,0.144
img_17118.jpg,0.062,0.074,0.024,0.134,0.120,0.148,0.078,0.110,0.096,0.154
img_594.jpg,0.106,0.112,0.024,0.050,0.056,0.176,0.148,0.148,0.074,0.106
img_28788.jpg,0.080,0.068,0.016,0.170,0.110,0.132,0.052,0.154,0.088,0.130
img_56352.jpg,0.094,0.060,0.010,0.180,0.120,0.110,0.060,0.120,0.092,0.154
img_34301.jpg,0.086,0.066,0.006,0.180,0.132,0.156,0.044,0.128,0.052,0.150
img_52614.jpg,0.076,0.052,0.016,0.150,0.106,0.210,0.030,0.134,0.084,0.142
img_81256.jpg,0.154,0.056,0.012,0.174,0.114,0.114,0.038,0.108,0.058,0.172
img_86422.jpg,0.068,0.066,0.018,0.134,0.130,0.164,0.076,0.118,0.066,0.160
img_51790.jpg,0.116,0.050,0.010,0.096,0.102,0.150,0.066,0.094,0.064,0.252
img_98576.jpg,0.040,0.072,0.010,0.158,0.164,0.150,0.050,0.128,0.066,0.162
img_99977.jpg,0.068,0.064,0.018,0.160,0.222,0.144,0.056,0.074,0.056,0.138
img_48398.jpg,0.146,0.102,0.020,0.070,0.060,0.094,0.104,0.238,0.084,0.082
img_40638.jpg,0.096,0.090,0.024,0.112,0.114,0.186,0.074,0.084,0.078,0.142
img_81628.jpg,0.138,0.122,0.032,0.088,0.086,0.176,0.084,0.108,0.072,0.094
img_44751.jpg,0.076,0.112,0.026,0.090,0.186,0.088,0.130,0.102,0.108,0.082
