business_id;percentage_removed;counts
remw4;3,03030303;64
ru01c;3,03030303;32
thnsp;3,03030303;128
u4w5u;3,03030303;64
v3fw8;3,03030303;32
zsv82;3,03030303;64
zx17c;3,03030303;32
tfh7p;3,007518797;129
2mlt3;3;97
0prxg;2,985074627;65
bk70b;2,985074627;65
gh7th;2,985074627;65
io4jc;2,985074627;65
mqm1v;2,985074627;65
s18fu;2,985074627;65
y2drn;2,985074627;65
7apg3;2,976190476;163
lk5t8;2,97029703;98
0la7t;2,941176471;66
2pb9l;2,941176471;99
2rv7z;2,941176471;33
30mrn;2,941176471;33
33pkk;2,941176471;33
4lap8;2,941176471;33
6sojk;2,941176471;33
7a3v1;2,941176471;33
8gr08;2,941176471;33
8odpp;2,941176471;33
anfic;2,941176471;66
cb1v8;2,941176471;33
cijo0;2,941176471;33
cvos6;2,941176471;66
ewrb4;2,941176471;33
gm497;2,941176471;99
hm5so;2,941176471;66
hmp67;2,941176471;66
hst8j;2,941176471;33
in5yd;2,941176471;33
jgiur;2,941176471;33
jtfll;2,941176471;33
knc3d;2,941176471;66
lo6zq;2,941176471;33
lxir3;2,941176471;99
n98x2;2,941176471;33
pjqtm;2,941176471;66
qz1fc;2,941176471;99
r26ek;2,941176471;33
r35su;2,941176471;99
s3djt;2,941176471;33
t9ezo;2,941176471;33
tdehi;2,941176471;66
vbggh;2,941176471;33
wx4y6;2,941176471;33
xmvk1;2,941176471;33
zj0ko;2,941176471;33
gth1w;2,923976608;166
b38ng;2,919708029;133
hs968;2,919708029;133
5pep8;2,912621359;100
fly4p;2,912621359;100
7vcy1;2,898550725;67
9lydb;2,898550725;67
b7fyp;2,898550725;67
ctb9z;2,898550725;67
moip6;2,898550725;67
t5yfe;2,898550725;67
v4nuu;2,898550725;67
gh9n3;2,884615385;101
x6yov;2,884615385;101
07nri;2,857142857;34
0c5ka;2,857142857;34
1ooqj;2,857142857;34
1r8xp;2,857142857;34
5ukig;2,857142857;102
7gsmx;2,857142857;34
a2tyo;2,857142857;34
akjg7;2,857142857;34
fdeqg;2,857142857;34
gaijz;2,857142857;34
gezwn;2,857142857;34
hf2lk;2,857142857;136
hm8h4;2,857142857;68
i9sbw;2,857142857;34
j5ys4;2,857142857;34
npn4m;2,857142857;34
nrm98;2,857142857;34
xo8pw;2,857142857;34
yz0tl;2,857142857;34
zv2j7;2,857142857;34
31578;2,845528455;239
66r3g;2,840909091;171
4nwyt;2,836879433;137
js3ce;2,830188679;103
wped4;2,830188679;103
0imwn;2,816901408;69
5kgya;2,816901408;69
iznwu;2,816901408;69
uslp2;2,816901408;69
0ugkn;2,806122449;381
k5keb;2,803738318;104
miqja;2,803738318;104
b2dzh;2,797202797;139
0lz84;2,777777778;35
32rak;2,777777778;35
5g90k;2,777777778;35
79ei3;2,777777778;35
7syjq;2,777777778;210
7vfbv;2,777777778;35
acpvu;2,777777778;175
aj6me;2,777777778;35
ayiep;2,777777778;35
ccfm7;2,777777778;35
cgisj;2,777777778;35
df09x;2,777777778;105
dz6dm;2,777777778;140
erxfg;2,777777778;70
il7vj;2,777777778;35
iorjj;2,777777778;35
jjbdq;2,777777778;70
n8tv1;2,777777778;35
p5k99;2,777777778;35
r03z7;2,777777778;35
rj3fl;2,777777778;35
swe0q;2,777777778;35
sz5qs;2,777777778;35
tzj1r;2,777777778;35
vgg9z;2,777777778;35
vpd10;2,777777778;35
vrr32;2,777777778;140
wpzv0;2,777777778;35
wqqta;2,777777778;70
x0d4p;2,777777778;35
ykyur;2,777777778;105
zmg48;2,777777778;105
vaodc;2,762430939;176
26zdr;2,752293578;106
5htfm;2,752293578;106
bpgjp;2,752293578;106
sz628;2,752293578;106
zjd66;2,752293578;106
9kdwp;2,739726027;71
blvew;2,739726027;71
k0zf8;2,739726027;71
lyzb6;2,739726027;71
m1nb9;2,739726027;71
oq3x6;2,739726027;142
qjnvw;2,739726027;71
vumsa;2,739726027;71
1pqox;2,727272727;107
v385j;2,727272727;107
wkhq6;2,721088435;143
084v2;2,702702703;72
11gpr;2,702702703;72
16145;2,702702703;36
1c5p2;2,702702703;72
1cajm;2,702702703;36
2fcma;2,702702703;72
3tlno;2,702702703;36
4hg1u;2,702702703;36
690la;2,702702703;72
6wn7z;2,702702703;36
76dj2;2,702702703;36
9x5gw;2,702702703;36
adl28;2,702702703;36
apuul;2,702702703;72
bivi1;2,702702703;36
ce342;2,702702703;36
csfq3;2,702702703;72
cz24x;2,702702703;36
d314p;2,702702703;36
d68oo;2,702702703;36
dzdqe;2,702702703;36
e5zzc;2,702702703;36
edgf5;2,702702703;72
g8uud;2,702702703;36
gu1wu;2,702702703;36
gvvgz;2,702702703;36
hvgx5;2,702702703;36
iwhtf;2,702702703;36
jh2so;2,702702703;36
kyklc;2,702702703;36
mj5s7;2,702702703;36
ngjrx;2,702702703;36
nzfrh;2,702702703;36
o7lme;2,702702703;36
p5ku2;2,702702703;72
sy908;2,702702703;72
uu675;2,702702703;36
via8a;2,702702703;36
vocli;2,702702703;36
vvsh9;2,702702703;36
vw9pb;2,702702703;72
zmrhi;2,702702703;36
mqamr;2,692307692;253
2ywgu;2,678571429;109
oikeb;2,678571429;109
pmkrs;2,678571429;109
q4t56;2,678571429;109
7fnr8;2,666666667;73
fyegc;2,666666667;73
jae1v;2,666666667;73
kq4nh;2,666666667;73
rsfms;2,666666667;73
qkvnm;2,654867257;110
x835i;2,654867257;110
yzw8x;2,654867257;110
f5rm5;2,649006623;147
0ox18;2,643171806;221
09ptq;2,631578947;37
0w01d;2,631578947;37
16o2x;2,631578947;37
1gqze;2,631578947;74
1t8wu;2,631578947;37
1u679;2,631578947;37
2kswt;2,631578947;37
31n0s;2,631578947;37
3lbq5;2,631578947;74
693ch;2,631578947;37
6qf3n;2,631578947;37
7ehxb;2,631578947;111
7sc21;2,631578947;37
865rm;2,631578947;37
9gqqi;2,631578947;148
cou9n;2,631578947;37
f4bbo;2,631578947;37
f7woa;2,631578947;37
fsvqt;2,631578947;37
g86sb;2,631578947;37
ggwex;2,631578947;74
hs8c2;2,631578947;37
i7kyr;2,631578947;37
ia2g8;2,631578947;37
ju3uo;2,631578947;74
kyyuh;2,631578947;37
ln04w;2,631578947;37
m100r;2,631578947;37
phg9f;2,631578947;74
rjac4;2,631578947;37
rw0rj;2,631578947;37
sphq5;2,631578947;37
sy5zf;2,631578947;37
tejlc;2,631578947;37
u946u;2,631578947;74
uupwd;2,631578947;37
vsnin;2,631578947;37
vt0b9;2,631578947;37
whswt;2,631578947;74
x90jn;2,631578947;37
xlntm;2,631578947;37
xxfng;2,631578947;37
yaf3c;2,631578947;37
yq0as;2,631578947;37
re22l;2,614379085;149
48t5s;2,608695652;112
6meeq;2,608695652;112
6qoae;2,608695652;112
ic35z;2,608695652;224
jikdj;2,608695652;112
57p28;2,597402597;75
escyq;2,597402597;75
o4qol;2,597402597;75
z7rga;2,597402597;150
mbx18;2,586206897;113
mp3jf;2,573529412;265
0h1a4;2,564102564;76
1h9m0;2,564102564;38
273hy;2,564102564;38
2zkot;2,564102564;76
3867q;2,564102564;38
5ayok;2,564102564;76
5upg5;2,564102564;38
60ky8;2,564102564;228
7jyn2;2,564102564;152
8ce6l;2,564102564;76
8e40k;2,564102564;38
a9mpu;2,564102564;38
chigj;2,564102564;38
dgf61;2,564102564;38
er4v5;2,564102564;76
et8iu;2,564102564;38
fykt4;2,564102564;76
gz33z;2,564102564;38
h8nm1;2,564102564;38
j0skl;2,564102564;76
juqro;2,564102564;38
kcb15;2,564102564;76
lmg58;2,564102564;76
m7ll2;2,564102564;38
ml1u5;2,564102564;38
pko4q;2,564102564;38
qjwhc;2,564102564;38
rypuw;2,564102564;38
ss1yk;2,564102564;38
stb58;2,564102564;38
y4mvm;2,564102564;38
ksojm;2,555910543;305
5fubh;2,551020408;191
ityqk;2,551020408;191
6m0zm;2,547770701;153
hifmt;2,547770701;153
pd6z6;2,547770701;153
q2tm6;2,547770701;153
2pwiz;2,542372881;115
7ibbz;2,542372881;115
8mgk8;2,542372881;115
st6ar;2,542372881;115
1nlp7;2,538071066;192
jiv3n;2,538071066;384
sfe3j;2,538071066;192
xtxiu;2,534562212;423
4om28;2,53164557;77
c1ae5;2,53164557;77
gep2t;2,53164557;154
h0vdw;2,53164557;77
j39xu;2,53164557;77
mk1pj;2,53164557;77
moxxi;2,53164557;77
qkabt;2,53164557;77
jargk;2,525252525;193
3vuja;2,521008403;116
4jgxm;2,521008403;116
chd7k;2,521008403;116
vcrz4;2,521008403;116
fcm9t;2,51572327;155
0z01d;2,506963788;350
0axvc;2,5;117
0h8d4;2,5;39
1tpmp;2,5;39
1um2k;2,5;39
2wcdy;2,5;39
4h41v;2,5;39
6ey8p;2,5;39
6juit;2,5;39
6mm3b;2,5;39
7vcgj;2,5;39
8yloo;2,5;39
9jm8h;2,5;78
9jzem;2,5;39
9y141;2,5;78
a0d3v;2,5;39
ae1oc;2,5;39
avhji;2,5;39
ayk90;2,5;117
bfzh7;2,5;39
c056s;2,5;39
claad;2,5;39
gfhvy;2,5;39
grnal;2,5;39
ijtwr;2,5;39
iufsg;2,5;39
j31a8;2,5;78
jllms;2,5;39
jmksj;2,5;39
l30m8;2,5;39
ld4ao;2,5;39
lhqky;2,5;39
mq3if;2,5;39
n6jsp;2,5;39
nldsd;2,5;39
nsiw4;2,5;78
o581x;2,5;39
obt5l;2,5;39
oy7am;2,5;39
p66vv;2,5;39
qj7ec;2,5;78
se7yf;2,5;39
sotdn;2,5;39
tr1m6;2,5;39
uxp8q;2,5;156
ve2ot;2,5;39
vutna;2,5;39
w42u7;2,5;39
wiay1;2,5;39
y3h6t;2,5;39
z1h0r;2,5;78
zcd1t;2,5;39
m44j2;2,487562189;196
f2t2t;2,48447205;157
npkpg;2,476780186;315
lwlus;2,475247525;197
wc694;2,475247525;197
02pxt;2,469135802;79
5eyrp;2,469135802;79
6eymb;2,469135802;79
ybgvi;2,469135802;158
9dd0v;2,461538462;317
k2d24;2,459016393;119
yriv2;2,459016393;119
37k5h;2,45398773;159
ph3rs;2,45398773;159
a3av8;2,448979592;239
09ejq;2,43902439;40
15k7r;2,43902439;40
1y6kr;2,43902439;40
2w9fc;2,43902439;40
2xu0t;2,43902439;80
4imrz;2,43902439;80
6pce4;2,43902439;40
7qr5j;2,43902439;80
8uhqa;2,43902439;40
amuci;2,43902439;80
bvb54;2,43902439;40
d9tw9;2,43902439;40
datj5;2,43902439;40
dp96p;2,43902439;40
fe8io;2,43902439;40
h8l1y;2,43902439;80
ikjv0;2,43902439;40
k4tcx;2,43902439;40
k6r2k;2,43902439;40
kr2sc;2,43902439;40
m00aw;2,43902439;40
nhk0f;2,43902439;80
oqile;2,43902439;40
pbgtt;2,43902439;120
pgvar;2,43902439;40
pq8ml;2,43902439;40
q5hmr;2,43902439;40
qavkk;2,43902439;40
r1jgj;2,43902439;40
rw27v;2,43902439;80
sx8ob;2,43902439;40
tmgbc;2,43902439;40
w65cu;2,43902439;40
y75ks;2,43902439;40
yvl1z;2,43902439;40
sievj;2,427184466;201
cks78;2,424242424;161
11sk5;2,419354839;121
6fw0d;2,409638554;81
76dey;2,409638554;81
9w11r;2,409638554;81
d1mbt;2,409638554;81
d775c;2,409638554;81
fandr;2,409638554;81
kmfyk;2,409638554;81
qsc9j;2,409638554;81
r2t0y;2,409638554;81
sgod4;2,409638554;81
tim6f;2,409638554;81
uy7f0;2,409638554;81
g5ab7;2,407002188;446
dk703;2,403846154;203
4wtnr;2,392344498;204
tiklt;2,392344498;204
13kjn;2,380952381;164
40b18;2,380952381;41
52iah;2,380952381;41
5j1fk;2,380952381;123
6ywys;2,380952381;41
71jpp;2,380952381;41
7bcld;2,380952381;41
8hsmv;2,380952381;41
8xo91;2,380952381;41
9im2h;2,380952381;41
9l9tx;2,380952381;41
ffxsq;2,380952381;41
hbiud;2,380952381;82
jen2y;2,380952381;41
k9k6i;2,380952381;82
lk567;2,380952381;41
m30of;2,380952381;82
mzl18;2,380952381;41
nqn62;2,380952381;41
o7cxi;2,380952381;123
pghyd;2,380952381;123
pk9ni;2,380952381;82
qnkq9;2,380952381;41
r629t;2,380952381;82
s9jcd;2,380952381;82
sqprc;2,380952381;82
tu7pk;2,380952381;123
u72er;2,380952381;82
wmwwi;2,380952381;82
xvwe6;2,380952381;123
yp2mm;2,380952381;41
z2erl;2,380952381;41
zduww;2,380952381;41
h88o2;2,374670185;370
4lc62;2,366863905;165
gfgpf;2,366863905;165
fds2c;2,364864865;289
466bp;2,362204724;124
7cjzs;2,362204724;124
rquiz;2,362204724;248
11m2v;2,352941176;83
17lt8;2,352941176;83
2dpse;2,352941176;166
2oacw;2,352941176;83
b9kz0;2,352941176;83
e2bba;2,352941176;166
kc8jl;2,352941176;83
l0jfw;2,352941176;83
lrmxt;2,352941176;83
9puny;2,34375;125
nxki9;2,34375;125
1j2g2;2,325581395;42
1v6dv;2,325581395;84
3yp11;2,325581395;42
5icfq;2,325581395;84
6kbgh;2,325581395;42
90tkb;2,325581395;84
9w5tl;2,325581395;42
g2h23;2,325581395;42
gye3v;2,325581395;126
ht1q0;2,325581395;84
i7t93;2,325581395;84
in1yx;2,325581395;42
jocu5;2,325581395;84
jq3ql;2,325581395;42
ks9dl;2,325581395;42
me151;2,325581395;42
myloy;2,325581395;84
nj08p;2,325581395;84
nyg8b;2,325581395;42
papih;2,325581395;42
tkjhp;2,325581395;42
vpc8i;2,325581395;42
w8kzv;2,325581395;42
xw0vi;2,325581395;42
ynd10;2,325581395;42
yrgqb;2,325581395;84
zq1p6;2,325581395;84
8d5l6;2,316602317;253
uizwa;2,314814815;211
7064k;2,312138728;169
bi8m9;2,312138728;169
k5hhq;2,312138728;338
026nc;2,307692308;127
693is;2,307692308;127
fu9y7;2,307692308;127
3wt35;2,298850575;85
4aoto;2,298850575;85
918y8;2,298850575;85
fv86i;2,298850575;85
h1p89;2,298850575;85
hzpg4;2,298850575;85
mkqqa;2,298850575;85
qncla;2,298850575;85
r39kn;2,298850575;85
s4i9a;2,298850575;85
jxidb;2,285714286;171
xsfow;2,283105023;214
3qvua;2,279202279;343
1ec43;2,272727273;129
41r1s;2,272727273;172
7tfzh;2,272727273;43
8159n;2,272727273;43
8hu3s;2,272727273;86
9g35p;2,272727273;43
ash9f;2,272727273;86
b37k3;2,272727273;43
c0c69;2,272727273;86
cbomr;2,272727273;43
eqypl;2,272727273;43
f4629;2,272727273;129
f55du;2,272727273;86
f7j9f;2,272727273;43
fbg76;2,272727273;43
g3g3f;2,272727273;86
gokcf;2,272727273;43
m3v0x;2,272727273;43
mzaw3;2,272727273;215
ncmfq;2,272727273;43
nrwf0;2,272727273;43
nxf0v;2,272727273;43
prw7r;2,272727273;43
rmhux;2,272727273;43
u5l3g;2,272727273;43
v4rmb;2,272727273;43
vjgg0;2,272727273;86
vmuln;2,272727273;43
z9iyt;2,272727273;43
zeffw;2,272727273;43
zupi2;2,272727273;172
2smnw;2,265372168;302
d2mls;2,264150943;259
dq2ym;2,264150943;259
a8obe;2,255639098;130
p1mlm;2,255639098;130
vqxtw;2,250803859;304
93s7w;2,25;391
ymrnn;2,25;391
816ir;2,247191011;87
9i5mw;2,247191011;87
a56u3;2,247191011;87
apaam;2,247191011;87
ercpq;2,247191011;87
gb1kb;2,247191011;87
irlkj;2,247191011;87
kykp2;2,247191011;87
n7zwx;2,247191011;87
uf3nv;2,247191011;87
xk7ew;2,247191011;87
y3mz7;2,247191011;87
ypn3p;2,247191011;87
45pxp;2,23880597;131
04ilw;2,222222222;44
5mr5v;2,222222222;44
co7bu;2,222222222;44
fxoys;2,222222222;88
i2gjg;2,222222222;44
iv8yy;2,222222222;220
jahdz;2,222222222;44
kdaxu;2,222222222;44
lbxpi;2,222222222;44
pnu6o;2,222222222;44
s48jk;2,222222222;44
s88oo;2,222222222;44
tcu2x;2,222222222;88
u6vjg;2,222222222;88
wiw2i;2,222222222;44
xwbsn;2,222222222;44
y62rm;2,222222222;44
yj0lo;2,222222222;220
fby5r;2,211302211;398
w1h7r;2,209944751;177
nmg08;2,205882353;133
qbm0k;2,205882353;133
v3ilv;2,205882353;133
0cbyt;2,197802198;89
2iqc4;2,197802198;89
arcuq;2,197802198;89
bqi49;2,197802198;89
cs4dj;2,197802198;178
fbirg;2,197802198;89
jag3x;2,197802198;89
jo0f8;2,197802198;89
lefpt;2,197802198;89
6zh3n;2,183406114;224
yl9w6;2,183406114;224
4jloi;2,181818182;269
035x6;2,173913043;45
0w67f;2,173913043;45
17r96;2,173913043;45
29fu7;2,173913043;45
2bu0l;2,173913043;45
46158;2,173913043;45
59zzb;2,173913043;90
7vhf3;2,173913043;45
8mnv9;2,173913043;45
8t6sg;2,173913043;45
a9fai;2,173913043;135
acjao;2,173913043;90
biih2;2,173913043;45
c44oq;2,173913043;45
cuwyc;2,173913043;45
dggdl;2,173913043;45
dtbf6;2,173913043;45
dw3wh;2,173913043;45
ej97n;2,173913043;45
f9no2;2,173913043;45
fqkkb;2,173913043;45
gbdkv;2,173913043;45
gyg2u;2,173913043;45
h331b;2,173913043;45
heyyf;2,173913043;45
izk5n;2,173913043;45
kilbi;2,173913043;45
kp139;2,173913043;45
kq68m;2,173913043;45
mveb7;2,173913043;225
nacxz;2,173913043;45
o9u7r;2,173913043;45
ogudk;2,173913043;45
pf6j6;2,173913043;45
pk045;2,173913043;45
pqwff;2,173913043;45
qu45w;2,173913043;45
ruf95;2,173913043;90
t6ftq;2,173913043;45
vlrhj;2,173913043;45
ysetz;2,173913043;45
7oziq;2,169197397;451
7ylj2;2,167182663;316
hycnp;2,159468439;589
53yb2;2,150537634;91
cl88k;2,150537634;91
drlcg;2,150537634;91
hr412;2,150537634;91
lljop;2,150537634;91
mk7oh;2,150537634;91
o0vcm;2,150537634;91
1q0ls;2,142857143;137
ncu4c;2,142857143;137
adtnj;2,137767221;412
p1158;2,137767221;412
08dzw;2,127659574;46
1rdjf;2,127659574;92
3d4yz;2,127659574;46
5goyj;2,127659574;46
6r2mp;2,127659574;46
7wt52;2,127659574;46
advze;2,127659574;92
awpiy;2,127659574;46
bq8ol;2,127659574;46
d2wt0;2,127659574;46
gxf4n;2,127659574;138
hjcmu;2,127659574;92
ihtbe;2,127659574;46
imbxw;2,127659574;46
jr3fk;2,127659574;92
l8f9e;2,127659574;92
lbkt7;2,127659574;46
o3p7g;2,127659574;46
p44h7;2,127659574;46
pqtdz;2,127659574;46
pytlh;2,127659574;46
q48d0;2,127659574;46
qhcbe;2,127659574;46
qntb6;2,127659574;46
r2obk;2,127659574;184
s80xk;2,127659574;46
s8tab;2,127659574;184
seclx;2,127659574;46
sghtt;2,127659574;46
skrxd;2,127659574;46
smwp4;2,127659574;46
t8mqn;2,127659574;46
tvvqz;2,127659574;46
w76wi;2,127659574;46
w7jum;2,127659574;46
ziwab;2,127659574;92
ctri5;2,122641509;415
v0707;2,116402116;185
yhik4;2,116402116;185
9n127;2,112676056;139
fdpka;2,109704641;232
biuul;2,105263158;93
0svix;2,097902098;140
nmgp3;2,097902098;140
jduds;2,092050209;234
otoel;2,090592334;281
2acuw;2,083333333;47
3us9s;2,083333333;47
4zmmt;2,083333333;141
6rr62;2,083333333;94
9pigl;2,083333333;47
apuy3;2,083333333;47
d53jb;2,083333333;47
e3iqv;2,083333333;47
fshr0;2,083333333;47
gexxx;2,083333333;47
i077n;2,083333333;47
i0n0h;2,083333333;235
ids9w;2,083333333;141
ldmy7;2,083333333;47
lf2vr;2,083333333;47
luds9;2,083333333;47
mux57;2,083333333;47
nueir;2,083333333;47
ohtop;2,083333333;47
s3xu4;2,083333333;47
saop5;2,083333333;141
sn0ps;2,083333333;47
vmcip;2,083333333;94
y1rcb;2,083333333;47
y9b3a;2,083333333;47
zgdne;2,083333333;47
afw62;2,076124567;283
c3hrh;2,076124567;283
46vkz;2,068965517;142
8pecm;2,068965517;142
d4p59;2,068965517;142
mfnhp;2,068965517;142
mskn5;2,066115702;237
3g63s;2,06185567;95
gm6v1;2,06185567;95
guf0v;2,06185567;95
hcq1u;2,06185567;95
i9329;2,06185567;95
wj87y;2,06185567;95
wusaa;2,06185567;95
yv90i;2,06185567;95
iy53x;2,054794521;143
p98dp;2,054794521;143
3mlkv;2,040816327;96
4qoby;2,040816327;96
6bhlz;2,040816327;48
75yva;2,040816327;48
7fdxt;2,040816327;48
7t6me;2,040816327;96
7w399;2,040816327;48
7yqzl;2,040816327;96
8g62h;2,040816327;48
9nvye;2,040816327;48
co5kx;2,040816327;48
dmeok;2,040816327;48
e2jit;2,040816327;48
e4b4y;2,040816327;48
ej6sb;2,040816327;240
emkpi;2,040816327;144
exgab;2,040816327;48
fvj1f;2,040816327;48
gurkc;2,040816327;144
i68nf;2,040816327;48
icxa9;2,040816327;48
jdnqj;2,040816327;48
jm9z8;2,040816327;144
jqg1b;2,040816327;48
jyjci;2,040816327;48
l1he0;2,040816327;48
l27dp;2,040816327;48
la9om;2,040816327;48
mzvzm;2,040816327;48
o6tbg;2,040816327;48
oh0q4;2,040816327;48
q80wf;2,040816327;144
r7r0h;2,040816327;48
rtzz0;2,040816327;48
t1jb7;2,040816327;48
u3ju9;2,040816327;48
w6e7o;2,040816327;96
x7tq8;2,040816327;48
z4u34;2,040816327;192
zkg1p;2,040816327;48
zofaq;2,040816327;48
x75wv;2,032520325;241
kssts;2,030456853;193
z15km;2,030456853;193
0hyg2;2,023121387;339
y0ct5;2,023121387;339
2bmxs;2,02020202;97
2jspw;2,02020202;97
3uojh;2,02020202;194
ea6wo;2,02020202;194
f36se;2,02020202;97
fucoe;2,02020202;97
gooue;2,02020202;97
jw0jr;2,02020202;194
ki1vy;2,02020202;97
l27s5;2,02020202;97
t42qz;2,02020202;97
tnz10;2,02020202;97
tvp3f;2,02020202;97
x5wf0;2,02020202;194
xggcr;2,02020202;97
xrtgj;2,02020202;97
zvbr3;2,02020202;97
87j13;2,016129032;243
39da0;2,013422819;146
gckl2;2,010050251;195
1ceoc;2;49
1xgc0;2;49
3fr95;2;392
3p3da;2;49
7agpi;2;147
7bcy6;2;98
7mvbe;2;49
82khn;2;49
8o4eu;2;98
90q7u;2;49
9hz13;2;98
bg499;2;49
c9rd0;2;49
d3z2n;2;49
en46u;2;147
fgbk6;2;49
fo72n;2;49
g8992;2;49
h9q1k;2;49
hj51h;2;98
jbggt;2;343
kbxn8;2;49
l2vu3;2;147
meyu3;2;98
npmkb;2;49
pvmeb;2;98
py5fr;2;49
qfis8;2;49
qx50t;2;98
r02lt;2;245
r6l8r;2;98
rrszt;2;49
s4n0d;2;49
uy2ln;2;343
vbthe;2;49
w0a47;2;49
w5jkt;2;98
xyzhq;2;147
zhsnv;2;49
6v6r4;1,993355482;295
zhtzd;1,987353207;1085
81lzj;1,98019802;99
k3b9b;1,98019802;99
pe4me;1,98019802;99
rhhad;1,98019802;99
ubacv;1,98019802;99
1c3sl;1,973684211;596
bv1rs;1,973684211;149
23z2e;1,960784314;50
2qa5e;1,960784314;50
3pvg0;1,960784314;50
69k69;1,960784314;50
6j9r2;1,960784314;50
6mcg8;1,960784314;50
6sjog;1,960784314;100
7s4mj;1,960784314;50
7w6g1;1,960784314;50
81luf;1,960784314;50
a1pk8;1,960784314;100
at7bo;1,960784314;50
bt1v0;1,960784314;50
d3t1e;1,960784314;100
e657e;1,960784314;50
f55s2;1,960784314;50
in1q5;1,960784314;150
m80lj;1,960784314;50
ooy22;1,960784314;150
oum5m;1,960784314;150
thzwq;1,960784314;150
tqp7y;1,960784314;50
ua7yn;1,960784314;100
wz5ru;1,960784314;100
xrols;1,960784314;100
y4zmy;1,960784314;50
yq8sb;1,960784314;50
z73it;1,960784314;50
6kf99;1,953125;502
ej8oi;1,952277657;452
z4l5u;1,951219512;201
11aib;1,948051948;151
ct2v2;1,948051948;151
1bb6q;1,941747573;202
8su1p;1,941747573;101
fw937;1,941747573;101
l32ob;1,941747573;101
r8890;1,941747573;101
r891p;1,941747573;101
vz6rv;1,941747573;101
x1txi;1,941747573;202
y95pl;1,941747573;202
846d7;1,935483871;152
ctj7f;1,935483871;152
t6d3a;1,935483871;152
044sl;1,923076923;51
0lyuo;1,923076923;51
1zngh;1,923076923;102
3gatb;1,923076923;51
3hr0u;1,923076923;51
67p7z;1,923076923;51
8hzpg;1,923076923;51
9t10u;1,923076923;102
dbghw;1,923076923;51
efsdy;1,923076923;51
hxsyk;1,923076923;51
j9jcy;1,923076923;51
k31uv;1,923076923;153
k6yw0;1,923076923;102
lfpow;1,923076923;51
lp58t;1,923076923;102
mioem;1,923076923;51
ng59k;1,923076923;51
s9rgd;1,923076923;51
v24vc;1,923076923;51
v9y5t;1,923076923;51
x9bkz;1,923076923;51
xkekf;1,923076923;51
xyrsc;1,923076923;51
ghx62;1,918465228;409
dq59d;1,913875598;615
5e91h;1,910828025;154
670o8;1,910828025;154
6b7oy;1,910828025;154
9xgq0;1,910828025;154
c3v8f;1,910828025;154
dct6r;1,910828025;154
2qjmm;1,904761905;103
31f52;1,904761905;103
5dgcc;1,904761905;206
6rxlj;1,904761905;206
8pz13;1,904761905;103
ezan4;1,904761905;103
l2ze0;1,904761905;103
ny04y;1,904761905;103
rdbnx;1,904761905;206
vdi9t;1,904761905;103
vt30o;1,904761905;103
wwzog;1,904761905;103
awtmu;1,898734177;310
b4onx;1,898734177;155
h16f2;1,898734177;155
lkqk1;1,898734177;155
oz9t9;1,898734177;310
vk2li;1,898734177;155
e3xy6;1,895734597;207
yt29f;1,895734597;207
34vp7;1,886792453;52
563p9;1,886792453;52
6jrmr;1,886792453;52
709fn;1,886792453;52
73pnc;1,886792453;52
79ur1;1,886792453;208
9lqaj;1,886792453;52
9oe0c;1,886792453;52
9x4v6;1,886792453;52
aisen;1,886792453;52
fnit1;1,886792453;52
ftcsu;1,886792453;52
ivm47;1,886792453;52
j53x2;1,886792453;52
j72lv;1,886792453;52
jnyud;1,886792453;52
jucp7;1,886792453;156
nbzdz;1,886792453;52
nnnzn;1,886792453;52
q0n1f;1,886792453;52
qfvdr;1,886792453;52
qipzz;1,886792453;52
rl51r;1,886792453;52
rph7o;1,886792453;52
trnp5;1,886792453;52
tzswr;1,886792453;52
ubie2;1,886792453;104
ucds9;1,886792453;52
ux909;1,886792453;52
vgp1m;1,886792453;52
watjd;1,886792453;52
8gee6;1,877934272;209
71vnj;1,875;157
7lauh;1,875;157
ln3g5;1,875;157
nim76;1,875;157
o7o8a;1,875;157
zgfoq;1,875;157
9dmc4;1,869158879;105
d2li4;1,869158879;105
j3rza;1,869158879;105
wytsn;1,869158879;105
ykphs;1,869158879;105
tik9n;1,867572156;578
5ppbt;1,863354037;158
tpmr6;1,863354037;316
yxzgo;1,863354037;158
l8fvq;1,860465116;211
ax4rn;1,857585139;317
3sfye;1,851851852;106
4arsh;1,851851852;53
4wdhu;1,851851852;53
4wrib;1,851851852;53
5htf5;1,851851852;53
7yldf;1,851851852;106
81nk3;1,851851852;53
dvs02;1,851851852;53
fwotf;1,851851852;53
gh00f;1,851851852;53
h2orx;1,851851852;53
hssbt;1,851851852;159
jxt7l;1,851851852;53
kq0vl;1,851851852;53
mhod8;1,851851852;53
n4xs1;1,851851852;53
o34l4;1,851851852;53
pa3ja;1,851851852;53
qzqhw;1,851851852;106
sqqtt;1,851851852;53
tt34b;1,851851852;265
yvxur;1,851851852;53
z0qeg;1,851851852;53
zflho;1,851851852;53
3iymv;1,840490798;160
k0knx;1,840490798;160
qyopz;1,840490798;160
x9n05;1,840490798;160
jkf3u;1,838235294;267
15qyl;1,834862385;107
hhfga;1,834862385;107
n1qgm;1,834862385;107
uttvb;1,834862385;107
z2nc4;1,834862385;107
94d0u;1,831501832;536
b5qd0;1,826484018;215
o0adc;1,824817518;269
0bcfg;1,821862348;970
1pk3p;1,818181818;54
